"ID","ACTIVITY_DATE","TOTAL_STEPS","TOTAL_DISTANCE","TRACKER_DISTANCE","LOGGED_ACTIVITIES_DISTANCE","VERY_ACTIVE_DISTANCE","MODERATELY_ACTIVE_DISTANCE","LIGHT_ACTIVE_DISTANCE","SEDENTARY_ACTIVE_DISTANCE","VERY_ACTIVE_MINUTES","FAIRLY_ACTIVE_MINUTES","LIGHTLY_ACTIVE_MINUTES","SEDENTARY_MINUTES","CALORIES","SEDENTARY_HOURS","ACTIVE_HOURS"
1503960366,"2016-04-12 00:00:00",13162,8.5,8.5,0.0,1.88,0.55,6.06,0.0,25,13,328,728,1985,12,366
1503960366,"2016-04-13 00:00:00",10735,6.97,6.97,0.0,1.57,0.69,4.71,0.0,21,19,217,776,1797,12,257
1503960366,"2016-04-14 00:00:00",10460,6.74,6.74,0.0,2.44,0.4,3.91,0.0,30,11,181,1218,1776,20,222
1503960366,"2016-04-15 00:00:00",9762,6.28,6.28,0.0,2.14,1.26,2.83,0.0,29,34,209,726,1745,12,272
1503960366,"2016-04-16 00:00:00",12669,8.16,8.16,0.0,2.71,0.41,5.04,0.0,36,10,221,773,1863,12,267
1503960366,"2016-04-17 00:00:00",9705,6.48,6.48,0.0,3.19,0.78,2.51,0.0,38,20,164,539,1728,8,222
1503960366,"2016-04-18 00:00:00",13019,8.59,8.59,0.0,3.25,0.64,4.71,0.0,42,16,233,1149,1921,19,291
1503960366,"2016-04-19 00:00:00",15506,9.88,9.88,0.0,3.53,1.32,5.03,0.0,50,31,264,775,2035,12,345
1503960366,"2016-04-20 00:00:00",10544,6.68,6.68,0.0,1.96,0.48,4.24,0.0,28,12,205,818,1786,13,245
1503960366,"2016-04-21 00:00:00",9819,6.34,6.34,0.0,1.34,0.35,4.65,0.0,19,8,211,838,1775,13,238
1503960366,"2016-04-22 00:00:00",12764,8.13,8.13,0.0,4.76,1.12,2.24,0.0,66,27,130,1217,1827,20,223
1503960366,"2016-04-23 00:00:00",14371,9.04,9.04,0.0,2.81,0.87,5.36,0.0,41,21,262,732,1949,12,324
1503960366,"2016-04-24 00:00:00",10039,6.41,6.41,0.0,2.92,0.21,3.28,0.0,39,5,238,709,1788,11,282
1503960366,"2016-04-25 00:00:00",15355,9.8,9.8,0.0,5.29,0.57,3.94,0.0,73,14,216,814,2013,13,303
1503960366,"2016-04-26 00:00:00",13755,8.79,8.79,0.0,2.33,0.92,5.54,0.0,31,23,279,833,1970,13,333
1503960366,"2016-04-27 00:00:00",18134,12.21,12.21,0.0,6.4,0.41,5.41,0.0,78,11,243,1108,2159,18,332
1503960366,"2016-04-28 00:00:00",13154,8.53,8.53,0.0,3.54,1.16,3.79,0.0,48,28,189,782,1898,13,265
1503960366,"2016-04-29 00:00:00",11181,7.15,7.15,0.0,1.06,0.5,5.58,0.0,16,12,243,815,1837,13,271
1503960366,"2016-04-30 00:00:00",14673,9.25,9.25,0.0,3.56,1.42,4.27,0.0,52,34,217,712,1947,11,303
1503960366,"2016-05-01 00:00:00",10602,6.81,6.81,0.0,2.29,1.6,2.92,0.0,33,35,246,730,1820,12,314
1503960366,"2016-05-02 00:00:00",14727,9.71,9.71,0.0,3.21,0.57,5.92,0.0,41,15,277,798,2004,13,333
1503960366,"2016-05-03 00:00:00",15103,9.66,9.66,0.0,3.73,1.05,4.88,0.0,50,24,254,816,1990,13,328
1503960366,"2016-05-04 00:00:00",11100,7.15,7.15,0.0,2.46,0.87,3.82,0.0,36,22,203,1179,1819,19,261
1503960366,"2016-05-05 00:00:00",14070,8.9,8.9,0.0,2.92,1.08,4.88,0.0,45,24,250,857,1959,14,319
1503960366,"2016-05-06 00:00:00",12159,8.03,8.03,0.0,1.97,0.25,5.81,0.0,24,6,289,754,1896,12,319
1503960366,"2016-05-07 00:00:00",11992,7.71,7.71,0.0,2.46,2.12,3.13,0.0,37,46,175,833,1821,13,258
1503960366,"2016-05-08 00:00:00",10060,6.58,6.58,0.0,3.53,0.32,2.73,0.0,44,8,203,574,1740,9,255
